"Step","old - loss","old - loss__MIN","old - loss__MAX"
"73","6.677987098693848","6.677987098693848","6.677987098693848"
"74","6.663813591003418","6.663813591003418","6.663813591003418"
"75","6.683508396148682","6.683508396148682","6.683508396148682"
"76","6.674510955810547","6.674510955810547","6.674510955810547"
"77","6.6801981925964355","6.6801981925964355","6.6801981925964355"
"78","6.684797286987305","6.684797286987305","6.684797286987305"
"79","6.676532745361328","6.676532745361328","6.676532745361328"
"80","6.658912181854248","6.658912181854248","6.658912181854248"
"81","6.645701885223389","6.645701885223389","6.645701885223389"
"82","6.670723915100098","6.670723915100098","6.670723915100098"
"83","6.666181564331055","6.666181564331055","6.666181564331055"
"84","6.665977478027344","6.665977478027344","6.665977478027344"
"85","6.658946990966797","6.658946990966797","6.658946990966797"
"86","6.63062858581543","6.63062858581543","6.63062858581543"
"87","6.65920352935791","6.65920352935791","6.65920352935791"
"88","6.65388298034668","6.65388298034668","6.65388298034668"
"89","6.6653642654418945","6.6653642654418945","6.6653642654418945"
"90","6.661768436431885","6.661768436431885","6.661768436431885"
"91","6.639482021331787","6.639482021331787","6.639482021331787"
"92","6.64915132522583","6.64915132522583","6.64915132522583"
"93","6.659875869750977","6.659875869750977","6.659875869750977"
"94","6.656599044799805","6.656599044799805","6.656599044799805"
"95","6.668999671936035","6.668999671936035","6.668999671936035"
"96","6.6562299728393555","6.6562299728393555","6.6562299728393555"
"97","6.650467872619629","6.650467872619629","6.650467872619629"
"98","6.645379543304443","6.645379543304443","6.645379543304443"
"99","6.642680644989014","6.642680644989014","6.642680644989014"
"100","6.653831958770752","6.653831958770752","6.653831958770752"
"101","6.647995471954346","6.647995471954346","6.647995471954346"
"102","6.649298191070557","6.649298191070557","6.649298191070557"
"103","6.630758285522461","6.630758285522461","6.630758285522461"
"104","6.65770149230957","6.65770149230957","6.65770149230957"
"105","6.649175643920898","6.649175643920898","6.649175643920898"
"106","6.64021110534668","6.64021110534668","6.64021110534668"
"107","6.640746593475342","6.640746593475342","6.640746593475342"
"108","6.627929210662842","6.627929210662842","6.627929210662842"
"109","6.644688129425049","6.644688129425049","6.644688129425049"
"110","6.63630485534668","6.63630485534668","6.63630485534668"
"111","6.6396803855896","6.6396803855896","6.6396803855896"
"112","6.644986152648926","6.644986152648926","6.644986152648926"
"113","6.640390872955322","6.640390872955322","6.640390872955322"
"114","6.6422576904296875","6.6422576904296875","6.6422576904296875"
"115","6.6286211013793945","6.6286211013793945","6.6286211013793945"
"116","6.633577346801758","6.633577346801758","6.633577346801758"
"117","6.652544975280762","6.652544975280762","6.652544975280762"
"118","6.638363838195801","6.638363838195801","6.638363838195801"
"119","6.640679359436035","6.640679359436035","6.640679359436035"
"120","6.622958660125732","6.622958660125732","6.622958660125732"
"121","6.640984058380127","6.640984058380127","6.640984058380127"
"122","6.619302272796631","6.619302272796631","6.619302272796631"
"123","6.640440464019775","6.640440464019775","6.640440464019775"
"124","6.625953197479248","6.625953197479248","6.625953197479248"
"125","6.633512020111084","6.633512020111084","6.633512020111084"
"126","6.605137825012207","6.605137825012207","6.605137825012207"
"127","6.617936611175537","6.617936611175537","6.617936611175537"
"128","6.619166374206543","6.619166374206543","6.619166374206543"
"129","6.6196160316467285","6.6196160316467285","6.6196160316467285"
"130","6.609401702880859","6.609401702880859","6.609401702880859"
"131","6.600475788116455","6.600475788116455","6.600475788116455"
"132","6.62276554107666","6.62276554107666","6.62276554107666"
"133","6.616373062133789","6.616373062133789","6.616373062133789"
"134","6.594142913818359","6.594142913818359","6.594142913818359"
"135","6.614866733551025","6.614866733551025","6.614866733551025"
"136","6.596803188323975","6.596803188323975","6.596803188323975"
"137","6.604657173156738","6.604657173156738","6.604657173156738"
"138","6.605863571166992","6.605863571166992","6.605863571166992"
"139","6.604180812835693","6.604180812835693","6.604180812835693"
"140","6.602761745452881","6.602761745452881","6.602761745452881"
"141","6.58353328704834","6.58353328704834","6.58353328704834"
"142","6.560030937194824","6.560030937194824","6.560030937194824"
"143","6.568577289581299","6.568577289581299","6.568577289581299"
"144","6.601191520690918","6.601191520690918","6.601191520690918"
"145","6.57942008972168","6.57942008972168","6.57942008972168"
"146","6.56539249420166","6.56539249420166","6.56539249420166"
"147","6.542201042175293","6.542201042175293","6.542201042175293"
"148","6.5692572593688965","6.5692572593688965","6.5692572593688965"
"149","6.543035507202148","6.543035507202148","6.543035507202148"
"150","6.54753303527832","6.54753303527832","6.54753303527832"
"151","6.514202117919922","6.514202117919922","6.514202117919922"
"152","6.520839691162109","6.520839691162109","6.520839691162109"
"153","6.5270256996154785","6.5270256996154785","6.5270256996154785"
"154","6.510513782501221","6.510513782501221","6.510513782501221"
"155","6.477841377258301","6.477841377258301","6.477841377258301"
"156","6.479890823364258","6.479890823364258","6.479890823364258"
"157","6.485511779785156","6.485511779785156","6.485511779785156"
"158","6.4745378494262695","6.4745378494262695","6.4745378494262695"
"159","6.453176021575928","6.453176021575928","6.453176021575928"
"160","6.455911636352539","6.455911636352539","6.455911636352539"
"161","6.440310001373291","6.440310001373291","6.440310001373291"
"162","6.40071439743042","6.40071439743042","6.40071439743042"
"163","6.395655632019043","6.395655632019043","6.395655632019043"
"164","6.405323028564453","6.405323028564453","6.405323028564453"
"165","6.387558937072754","6.387558937072754","6.387558937072754"
"166","6.375349044799805","6.375349044799805","6.375349044799805"
"167","6.351873874664307","6.351873874664307","6.351873874664307"
"168","6.340818405151367","6.340818405151367","6.340818405151367"
"169","6.3311591148376465","6.3311591148376465","6.3311591148376465"
"170","6.293459415435791","6.293459415435791","6.293459415435791"
"171","6.317306995391846","6.317306995391846","6.317306995391846"
"172","6.293118000030518","6.293118000030518","6.293118000030518"
"173","6.283112525939941","6.283112525939941","6.283112525939941"
"174","6.2847900390625","6.2847900390625","6.2847900390625"
"175","6.257829666137695","6.257829666137695","6.257829666137695"
"176","6.233560085296631","6.233560085296631","6.233560085296631"
"177","6.21443510055542","6.21443510055542","6.21443510055542"
"178","6.215545654296875","6.215545654296875","6.215545654296875"
"179","6.193063259124756","6.193063259124756","6.193063259124756"
"180","6.1997785568237305","6.1997785568237305","6.1997785568237305"
"181","6.201933860778809","6.201933860778809","6.201933860778809"
"182","6.180230140686035","6.180230140686035","6.180230140686035"
"183","6.162637233734131","6.162637233734131","6.162637233734131"
"184","6.147082328796387","6.147082328796387","6.147082328796387"
"185","6.116948127746582","6.116948127746582","6.116948127746582"
"186","6.151002407073975","6.151002407073975","6.151002407073975"
"187","6.118906021118164","6.118906021118164","6.118906021118164"
"188","6.096563339233398","6.096563339233398","6.096563339233398"
"189","6.068170547485352","6.068170547485352","6.068170547485352"
"190","6.076294422149658","6.076294422149658","6.076294422149658"
"191","6.025651454925537","6.025651454925537","6.025651454925537"
"192","6.040346145629883","6.040346145629883","6.040346145629883"
"193","6.045215129852295","6.045215129852295","6.045215129852295"
"194","6.017099380493164","6.017099380493164","6.017099380493164"
"195","5.990081310272217","5.990081310272217","5.990081310272217"
"196","6.004995346069336","6.004995346069336","6.004995346069336"
"197","5.989397048950195","5.989397048950195","5.989397048950195"
"198","5.956644058227539","5.956644058227539","5.956644058227539"
"199","5.950515270233154","5.950515270233154","5.950515270233154"
"200","5.952187538146973","5.952187538146973","5.952187538146973"
"201","5.918065547943115","5.918065547943115","5.918065547943115"
"202","5.870681285858154","5.870681285858154","5.870681285858154"
"203","5.922351360321045","5.922351360321045","5.922351360321045"
"204","5.880824565887451","5.880824565887451","5.880824565887451"
"205","5.845652103424072","5.845652103424072","5.845652103424072"
"206","5.8278632164001465","5.8278632164001465","5.8278632164001465"
"207","5.796350002288818","5.796350002288818","5.796350002288818"
"208","5.819637298583984","5.819637298583984","5.819637298583984"
"209","5.811701774597168","5.811701774597168","5.811701774597168"
"210","5.748493671417236","5.748493671417236","5.748493671417236"
"211","5.784390926361084","5.784390926361084","5.784390926361084"
"212","5.7746100425720215","5.7746100425720215","5.7746100425720215"
"213","5.750446319580078","5.750446319580078","5.750446319580078"
"214","5.707446098327637","5.707446098327637","5.707446098327637"
"215","5.739894390106201","5.739894390106201","5.739894390106201"
"216","5.675732612609863","5.675732612609863","5.675732612609863"
"217","5.645740032196045","5.645740032196045","5.645740032196045"
"218","5.648353576660156","5.648353576660156","5.648353576660156"
"219","5.64588737487793","5.64588737487793","5.64588737487793"
"220","5.599190711975098","5.599190711975098","5.599190711975098"
"221","5.5854105949401855","5.5854105949401855","5.5854105949401855"
"222","5.533603191375732","5.533603191375732","5.533603191375732"
"223","5.6075944900512695","5.6075944900512695","5.6075944900512695"
"224","5.536798000335693","5.536798000335693","5.536798000335693"
"225","5.483308792114258","5.483308792114258","5.483308792114258"
"226","5.487469673156738","5.487469673156738","5.487469673156738"
"227","5.479597091674805","5.479597091674805","5.479597091674805"
"228","5.469743728637695","5.469743728637695","5.469743728637695"
"229","5.414058208465576","5.414058208465576","5.414058208465576"
"230","5.457856178283691","5.457856178283691","5.457856178283691"
"231","5.4006428718566895","5.4006428718566895","5.4006428718566895"
"232","5.418953895568848","5.418953895568848","5.418953895568848"
"233","5.345820903778076","5.345820903778076","5.345820903778076"
"234","5.3724517822265625","5.3724517822265625","5.3724517822265625"
"235","5.2583699226379395","5.2583699226379395","5.2583699226379395"
"236","5.267887592315674","5.267887592315674","5.267887592315674"
"237","5.317574977874756","5.317574977874756","5.317574977874756"
"238","5.245434761047363","5.245434761047363","5.245434761047363"
"239","5.227330207824707","5.227330207824707","5.227330207824707"
"240","5.1988091468811035","5.1988091468811035","5.1988091468811035"
"241","5.235614776611328","5.235614776611328","5.235614776611328"
"242","5.21514892578125","5.21514892578125","5.21514892578125"
"243","5.146955490112305","5.146955490112305","5.146955490112305"
"244","5.073958396911621","5.073958396911621","5.073958396911621"
"245","5.091843605041504","5.091843605041504","5.091843605041504"
"246","5.045404434204102","5.045404434204102","5.045404434204102"
"247","5.068734169006348","5.068734169006348","5.068734169006348"
"248","4.972399711608887","4.972399711608887","4.972399711608887"
"249","5.013803005218506","5.013803005218506","5.013803005218506"
"250","5.012796401977539","5.012796401977539","5.012796401977539"
"252","5.029715538024902","5.029715538024902","5.029715538024902"
"253","4.934372425079346","4.934372425079346","4.934372425079346"
"254","4.949678421020508","4.949678421020508","4.949678421020508"
"255","5.054239273071289","5.054239273071289","5.054239273071289"
"256","4.892016887664795","4.892016887664795","4.892016887664795"
"257","4.949493885040283","4.949493885040283","4.949493885040283"
"258","4.956674098968506","4.956674098968506","4.956674098968506"
"259","4.798947334289551","4.798947334289551","4.798947334289551"
"260","4.8878068923950195","4.8878068923950195","4.8878068923950195"
"261","4.776419639587402","4.776419639587402","4.776419639587402"
"262","4.74345064163208","4.74345064163208","4.74345064163208"
"263","4.762581825256348","4.762581825256348","4.762581825256348"
"264","4.691788673400879","4.691788673400879","4.691788673400879"
"265","4.68331241607666","4.68331241607666","4.68331241607666"
"266","4.753653526306152","4.753653526306152","4.753653526306152"
"267","4.757405757904053","4.757405757904053","4.757405757904053"
"268","4.636784553527832","4.636784553527832","4.636784553527832"
"269","4.684566020965576","4.684566020965576","4.684566020965576"
"270","4.503110885620117","4.503110885620117","4.503110885620117"
"271","4.723356246948242","4.723356246948242","4.723356246948242"
"272","4.632579326629639","4.632579326629639","4.632579326629639"
"273","4.621255874633789","4.621255874633789","4.621255874633789"
"274","4.649389743804932","4.649389743804932","4.649389743804932"
"275","4.572882652282715","4.572882652282715","4.572882652282715"
"276","4.553104877471924","4.553104877471924","4.553104877471924"
"277","4.4957356452941895","4.4957356452941895","4.4957356452941895"
"278","4.561641693115234","4.561641693115234","4.561641693115234"
"279","4.445074558258057","4.445074558258057","4.445074558258057"
"280","4.50133752822876","4.50133752822876","4.50133752822876"
"281","4.446249961853027","4.446249961853027","4.446249961853027"
"282","4.377064228057861","4.377064228057861","4.377064228057861"
"283","4.2970662117004395","4.2970662117004395","4.2970662117004395"
"284","4.467202663421631","4.467202663421631","4.467202663421631"
"285","4.346033096313477","4.346033096313477","4.346033096313477"
"286","4.367107391357422","4.367107391357422","4.367107391357422"
"287","4.284609794616699","4.284609794616699","4.284609794616699"
"288","4.402764320373535","4.402764320373535","4.402764320373535"
"289","4.352855205535889","4.352855205535889","4.352855205535889"
"290","4.382283687591553","4.382283687591553","4.382283687591553"
"291","4.307426929473877","4.307426929473877","4.307426929473877"
"292","4.328283309936523","4.328283309936523","4.328283309936523"
"293","4.2993388175964355","4.2993388175964355","4.2993388175964355"
"294","4.2857747077941895","4.2857747077941895","4.2857747077941895"
"295","4.252951145172119","4.252951145172119","4.252951145172119"
"296","4.096301555633545","4.096301555633545","4.096301555633545"
"297","4.159218788146973","4.159218788146973","4.159218788146973"
"298","4.241672992706299","4.241672992706299","4.241672992706299"
"299","4.179887771606445","4.179887771606445","4.179887771606445"
"300","4.139937877655029","4.139937877655029","4.139937877655029"
"301","4.113719940185547","4.113719940185547","4.113719940185547"
"302","4.129128932952881","4.129128932952881","4.129128932952881"
"303","4.119935035705566","4.119935035705566","4.119935035705566"
"304","4.062286853790283","4.062286853790283","4.062286853790283"
"305","3.981412649154663","3.981412649154663","3.981412649154663"
"306","4.104742050170898","4.104742050170898","4.104742050170898"
"307","4.170758247375488","4.170758247375488","4.170758247375488"
"308","4.098190784454346","4.098190784454346","4.098190784454346"
"309","4.013323783874512","4.013323783874512","4.013323783874512"
"310","4.08060884475708","4.08060884475708","4.08060884475708"
"311","3.916349172592163","3.916349172592163","3.916349172592163"
"312","3.988250732421875","3.988250732421875","3.988250732421875"
"313","4.010707378387451","4.010707378387451","4.010707378387451"
"314","3.932924747467041","3.932924747467041","3.932924747467041"
"315","3.8643381595611572","3.8643381595611572","3.8643381595611572"
"316","3.941157579421997","3.941157579421997","3.941157579421997"
"317","4.006354808807373","4.006354808807373","4.006354808807373"
"318","3.9420888423919678","3.9420888423919678","3.9420888423919678"
"319","3.921123504638672","3.921123504638672","3.921123504638672"
"320","3.8874053955078125","3.8874053955078125","3.8874053955078125"
"321","3.848712205886841","3.848712205886841","3.848712205886841"
"322","3.8858866691589355","3.8858866691589355","3.8858866691589355"
"323","3.8157899379730225","3.8157899379730225","3.8157899379730225"
"324","3.8168342113494873","3.8168342113494873","3.8168342113494873"
"325","3.7269299030303955","3.7269299030303955","3.7269299030303955"
"326","3.8708226680755615","3.8708226680755615","3.8708226680755615"
"327","3.844743013381958","3.844743013381958","3.844743013381958"
"328","3.844864845275879","3.844864845275879","3.844864845275879"
"329","3.7784783840179443","3.7784783840179443","3.7784783840179443"
"330","3.8550360202789307","3.8550360202789307","3.8550360202789307"
"331","3.8513195514678955","3.8513195514678955","3.8513195514678955"
"332","3.7274622917175293","3.7274622917175293","3.7274622917175293"
"333","3.7433433532714844","3.7433433532714844","3.7433433532714844"
"334","3.7469849586486816","3.7469849586486816","3.7469849586486816"
"335","3.746222972869873","3.746222972869873","3.746222972869873"
"336","3.7154552936553955","3.7154552936553955","3.7154552936553955"
"337","3.692310094833374","3.692310094833374","3.692310094833374"
"338","3.6951003074645996","3.6951003074645996","3.6951003074645996"
"339","3.7174878120422363","3.7174878120422363","3.7174878120422363"
"340","3.62131929397583","3.62131929397583","3.62131929397583"
"341","3.706414222717285","3.706414222717285","3.706414222717285"
"342","3.7298076152801514","3.7298076152801514","3.7298076152801514"
"343","3.771458625793457","3.771458625793457","3.771458625793457"
"344","3.7075061798095703","3.7075061798095703","3.7075061798095703"
"345","3.6361241340637207","3.6361241340637207","3.6361241340637207"
"346","3.5645041465759277","3.5645041465759277","3.5645041465759277"
"347","3.5281052589416504","3.5281052589416504","3.5281052589416504"
"348","3.5532565116882324","3.5532565116882324","3.5532565116882324"
"349","3.6173598766326904","3.6173598766326904","3.6173598766326904"
"350","3.6313536167144775","3.6313536167144775","3.6313536167144775"
"351","3.6042795181274414","3.6042795181274414","3.6042795181274414"
"352","3.5352296829223633","3.5352296829223633","3.5352296829223633"
"353","3.556657552719116","3.556657552719116","3.556657552719116"
"354","3.447197914123535","3.447197914123535","3.447197914123535"
"355","3.602174997329712","3.602174997329712","3.602174997329712"
"356","3.5718395709991455","3.5718395709991455","3.5718395709991455"
"357","3.502065420150757","3.502065420150757","3.502065420150757"
"358","3.517925262451172","3.517925262451172","3.517925262451172"
"359","3.4112961292266846","3.4112961292266846","3.4112961292266846"
"360","3.5309295654296875","3.5309295654296875","3.5309295654296875"
"361","3.592592239379883","3.592592239379883","3.592592239379883"
"362","3.490772247314453","3.490772247314453","3.490772247314453"
"363","3.491575241088867","3.491575241088867","3.491575241088867"
"364","3.526916980743408","3.526916980743408","3.526916980743408"
"365","3.4622769355773926","3.4622769355773926","3.4622769355773926"
"366","3.452712297439575","3.452712297439575","3.452712297439575"
"367","3.4530398845672607","3.4530398845672607","3.4530398845672607"
"368","3.429028034210205","3.429028034210205","3.429028034210205"
"369","3.388465404510498","3.388465404510498","3.388465404510498"
"370","3.388732671737671","3.388732671737671","3.388732671737671"
"371","3.3330724239349365","3.3330724239349365","3.3330724239349365"
"372","3.447700023651123","3.447700023651123","3.447700023651123"
"373","3.4349453449249268","3.4349453449249268","3.4349453449249268"
"374","3.330681324005127","3.330681324005127","3.330681324005127"
"375","3.3863768577575684","3.3863768577575684","3.3863768577575684"
"376","3.361356735229492","3.361356735229492","3.361356735229492"
"377","3.3348500728607178","3.3348500728607178","3.3348500728607178"
"378","3.344271659851074","3.344271659851074","3.344271659851074"
"379","3.255916118621826","3.255916118621826","3.255916118621826"
"380","3.383474826812744","3.383474826812744","3.383474826812744"
"381","3.2592592239379883","3.2592592239379883","3.2592592239379883"
"382","3.312502861022949","3.312502861022949","3.312502861022949"
"383","3.2509946823120117","3.2509946823120117","3.2509946823120117"
"384","3.324655771255493","3.324655771255493","3.324655771255493"
"385","3.3422904014587402","3.3422904014587402","3.3422904014587402"
"386","3.3273301124572754","3.3273301124572754","3.3273301124572754"
"387","3.288208484649658","3.288208484649658","3.288208484649658"
"388","3.3392677307128906","3.3392677307128906","3.3392677307128906"
"389","3.314020872116089","3.314020872116089","3.314020872116089"
"390","3.290937900543213","3.290937900543213","3.290937900543213"
"391","3.3571925163269043","3.3571925163269043","3.3571925163269043"
"392","3.283345937728882","3.283345937728882","3.283345937728882"
"393","3.221646547317505","3.221646547317505","3.221646547317505"
"394","3.1993064880371094","3.1993064880371094","3.1993064880371094"
"395","3.2802770137786865","3.2802770137786865","3.2802770137786865"
"396","3.226661443710327","3.226661443710327","3.226661443710327"
"397","3.2846202850341797","3.2846202850341797","3.2846202850341797"
"398","3.276374340057373","3.276374340057373","3.276374340057373"
"399","3.1972877979278564","3.1972877979278564","3.1972877979278564"
"400","3.1946964263916016","3.1946964263916016","3.1946964263916016"
"401","3.241077423095703","3.241077423095703","3.241077423095703"
"402","3.2455687522888184","3.2455687522888184","3.2455687522888184"
"403","3.1590683460235596","3.1590683460235596","3.1590683460235596"
"404","3.2428054809570312","3.2428054809570312","3.2428054809570312"
"405","3.337843656539917","3.337843656539917","3.337843656539917"
"406","3.292050838470459","3.292050838470459","3.292050838470459"
"407","3.227266788482666","3.227266788482666","3.227266788482666"
"408","3.239971876144409","3.239971876144409","3.239971876144409"
"409","3.200122356414795","3.200122356414795","3.200122356414795"
"410","3.1861822605133057","3.1861822605133057","3.1861822605133057"
"411","3.229102611541748","3.229102611541748","3.229102611541748"
"412","3.216388702392578","3.216388702392578","3.216388702392578"
"413","3.114931106567383","3.114931106567383","3.114931106567383"
"414","3.1104063987731934","3.1104063987731934","3.1104063987731934"
"415","3.189213514328003","3.189213514328003","3.189213514328003"
"416","3.1307175159454346","3.1307175159454346","3.1307175159454346"
"417","3.1711385250091553","3.1711385250091553","3.1711385250091553"
"418","3.2207558155059814","3.2207558155059814","3.2207558155059814"
"419","3.0980327129364014","3.0980327129364014","3.0980327129364014"
"420","3.1980175971984863","3.1980175971984863","3.1980175971984863"
"421","3.073284387588501","3.073284387588501","3.073284387588501"
"422","3.103292226791382","3.103292226791382","3.103292226791382"
"423","3.1435818672180176","3.1435818672180176","3.1435818672180176"
"424","3.1421570777893066","3.1421570777893066","3.1421570777893066"
"425","3.1964402198791504","3.1964402198791504","3.1964402198791504"
"426","3.1056861877441406","3.1056861877441406","3.1056861877441406"
"427","3.1088881492614746","3.1088881492614746","3.1088881492614746"
"428","3.1296451091766357","3.1296451091766357","3.1296451091766357"
"429","3.203014612197876","3.203014612197876","3.203014612197876"
"430","3.1404082775115967","3.1404082775115967","3.1404082775115967"
"431","3.0278613567352295","3.0278613567352295","3.0278613567352295"
"432","3.1549787521362305","3.1549787521362305","3.1549787521362305"
"433","3.2049238681793213","3.2049238681793213","3.2049238681793213"
"434","3.0549697875976562","3.0549697875976562","3.0549697875976562"
"435","3.1395835876464844","3.1395835876464844","3.1395835876464844"
"436","3.167921781539917","3.167921781539917","3.167921781539917"
"437","3.158496379852295","3.158496379852295","3.158496379852295"
"438","3.1564817428588867","3.1564817428588867","3.1564817428588867"
"439","3.105071783065796","3.105071783065796","3.105071783065796"
"440","3.036527633666992","3.036527633666992","3.036527633666992"
"441","3.093073844909668","3.093073844909668","3.093073844909668"
"442","3.0952401161193848","3.0952401161193848","3.0952401161193848"
"443","3.1430182456970215","3.1430182456970215","3.1430182456970215"
"444","3.119325876235962","3.119325876235962","3.119325876235962"
"445","3.0957701206207275","3.0957701206207275","3.0957701206207275"
"446","3.1208338737487793","3.1208338737487793","3.1208338737487793"
"447","3.0689682960510254","3.0689682960510254","3.0689682960510254"
"448","3.063797950744629","3.063797950744629","3.063797950744629"
"449","3.0322375297546387","3.0322375297546387","3.0322375297546387"
"450","3.067140579223633","3.067140579223633","3.067140579223633"
"451","3.0144147872924805","3.0144147872924805","3.0144147872924805"
"452","3.0362584590911865","3.0362584590911865","3.0362584590911865"
"453","3.0646986961364746","3.0646986961364746","3.0646986961364746"
"454","3.14894700050354","3.14894700050354","3.14894700050354"
"455","3.0653486251831055","3.0653486251831055","3.0653486251831055"
"456","3.109652042388916","3.109652042388916","3.109652042388916"
"457","3.0881028175354004","3.0881028175354004","3.0881028175354004"
"458","3.0699656009674072","3.0699656009674072","3.0699656009674072"
"459","3.0953116416931152","3.0953116416931152","3.0953116416931152"
"460","3.066979169845581","3.066979169845581","3.066979169845581"
"461","3.015078067779541","3.015078067779541","3.015078067779541"
"462","3.0515599250793457","3.0515599250793457","3.0515599250793457"
"463","3.0479493141174316","3.0479493141174316","3.0479493141174316"
"464","2.985173225402832","2.985173225402832","2.985173225402832"
"465","2.9787981510162354","2.9787981510162354","2.9787981510162354"
"466","3.0569803714752197","3.0569803714752197","3.0569803714752197"
"467","3.035057544708252","3.035057544708252","3.035057544708252"
"468","3.1356992721557617","3.1356992721557617","3.1356992721557617"
"469","3.0104877948760986","3.0104877948760986","3.0104877948760986"
"470","3.0306687355041504","3.0306687355041504","3.0306687355041504"
"471","2.9820938110351562","2.9820938110351562","2.9820938110351562"
"472","3.081477165222168","3.081477165222168","3.081477165222168"
"473","2.9962353706359863","2.9962353706359863","2.9962353706359863"
"474","3.0385661125183105","3.0385661125183105","3.0385661125183105"
"475","3.074280023574829","3.074280023574829","3.074280023574829"
"476","3.05816650390625","3.05816650390625","3.05816650390625"
"477","2.960706949234009","2.960706949234009","2.960706949234009"
"478","2.945641279220581","2.945641279220581","2.945641279220581"
"479","2.926694631576538","2.926694631576538","2.926694631576538"
"480","2.9678852558135986","2.9678852558135986","2.9678852558135986"
"481","3.0481514930725098","3.0481514930725098","3.0481514930725098"
"482","2.956298589706421","2.956298589706421","2.956298589706421"
"483","3.0478005409240723","3.0478005409240723","3.0478005409240723"
"484","3.0525732040405273","3.0525732040405273","3.0525732040405273"
"485","3.055644989013672","3.055644989013672","3.055644989013672"
