"Step","new - loss","new - loss__MIN","new - loss__MAX"
"51","3.8842718601226807","3.8842718601226807","3.8842718601226807"
"52","3.8323872089385986","3.8323872089385986","3.8323872089385986"
"53","3.649188280105591","3.649188280105591","3.649188280105591"
"54","3.7495834827423096","3.7495834827423096","3.7495834827423096"
"55","3.7706356048583984","3.7706356048583984","3.7706356048583984"
"56","3.7933361530303955","3.7933361530303955","3.7933361530303955"
"57","3.5500125885009766","3.5500125885009766","3.5500125885009766"
"58","3.638530969619751","3.638530969619751","3.638530969619751"
"59","3.677271842956543","3.677271842956543","3.677271842956543"
"60","3.5523929595947266","3.5523929595947266","3.5523929595947266"
"61","3.54640793800354","3.54640793800354","3.54640793800354"
"62","3.602426052093506","3.602426052093506","3.602426052093506"
"63","3.5065622329711914","3.5065622329711914","3.5065622329711914"
"64","3.4752166271209717","3.4752166271209717","3.4752166271209717"
"65","3.4718079566955566","3.4718079566955566","3.4718079566955566"
"66","3.40262508392334","3.40262508392334","3.40262508392334"
"67","3.3878097534179688","3.3878097534179688","3.3878097534179688"
"68","3.377143383026123","3.377143383026123","3.377143383026123"
"69","3.316800355911255","3.316800355911255","3.316800355911255"
"70","3.455906867980957","3.455906867980957","3.455906867980957"
"71","3.3592398166656494","3.3592398166656494","3.3592398166656494"
"72","3.3890678882598877","3.3890678882598877","3.3890678882598877"
"73","3.3816380500793457","3.3816380500793457","3.3816380500793457"
"74","3.3276984691619873","3.3276984691619873","3.3276984691619873"
"75","3.3763587474823","3.3763587474823","3.3763587474823"
"76","3.2956886291503906","3.2956886291503906","3.2956886291503906"
"77","3.3062686920166016","3.3062686920166016","3.3062686920166016"
"78","3.2895419597625732","3.2895419597625732","3.2895419597625732"
"79","3.295111656188965","3.295111656188965","3.295111656188965"
"80","3.2424018383026123","3.2424018383026123","3.2424018383026123"
"81","3.3134236335754395","3.3134236335754395","3.3134236335754395"
"82","3.3207826614379883","3.3207826614379883","3.3207826614379883"
"83","3.2908835411071777","3.2908835411071777","3.2908835411071777"
"84","3.3168067932128906","3.3168067932128906","3.3168067932128906"
"85","3.2509028911590576","3.2509028911590576","3.2509028911590576"
"86","3.378880023956299","3.378880023956299","3.378880023956299"
"87","3.3049967288970947","3.3049967288970947","3.3049967288970947"
"88","3.2129275798797607","3.2129275798797607","3.2129275798797607"
"89","3.2141823768615723","3.2141823768615723","3.2141823768615723"
"90","3.2323317527770996","3.2323317527770996","3.2323317527770996"
"91","3.29484486579895","3.29484486579895","3.29484486579895"
"92","3.2068591117858887","3.2068591117858887","3.2068591117858887"
"93","3.1687467098236084","3.1687467098236084","3.1687467098236084"
"94","3.2333147525787354","3.2333147525787354","3.2333147525787354"
"95","3.175710439682007","3.175710439682007","3.175710439682007"
"96","3.1385645866394043","3.1385645866394043","3.1385645866394043"
"97","3.197364330291748","3.197364330291748","3.197364330291748"
"98","3.2022855281829834","3.2022855281829834","3.2022855281829834"
"99","3.2045347690582275","3.2045347690582275","3.2045347690582275"
"100","3.3412466049194336","3.3412466049194336","3.3412466049194336"
"101","3.1855225563049316","3.1855225563049316","3.1855225563049316"
"102","3.167229652404785","3.167229652404785","3.167229652404785"
"103","3.226487398147583","3.226487398147583","3.226487398147583"
"104","3.2438786029815674","3.2438786029815674","3.2438786029815674"
"105","3.1570546627044678","3.1570546627044678","3.1570546627044678"
"106","3.1900947093963623","3.1900947093963623","3.1900947093963623"
"107","3.2280375957489014","3.2280375957489014","3.2280375957489014"
"108","3.1719300746917725","3.1719300746917725","3.1719300746917725"
"109","3.2137160301208496","3.2137160301208496","3.2137160301208496"
"110","3.1515886783599854","3.1515886783599854","3.1515886783599854"
"111","3.2291505336761475","3.2291505336761475","3.2291505336761475"
"112","3.146594524383545","3.146594524383545","3.146594524383545"
"113","3.2179858684539795","3.2179858684539795","3.2179858684539795"
"114","3.2326853275299072","3.2326853275299072","3.2326853275299072"
"115","3.1577341556549072","3.1577341556549072","3.1577341556549072"
"116","3.15316104888916","3.15316104888916","3.15316104888916"
"117","3.121124029159546","3.121124029159546","3.121124029159546"
"118","3.1251940727233887","3.1251940727233887","3.1251940727233887"
"119","3.164374589920044","3.164374589920044","3.164374589920044"
"120","3.2307231426239014","3.2307231426239014","3.2307231426239014"
"121","3.141864061355591","3.141864061355591","3.141864061355591"
"122","3.089892625808716","3.089892625808716","3.089892625808716"
"123","3.139347791671753","3.139347791671753","3.139347791671753"
"124","2.965867757797241","2.965867757797241","2.965867757797241"
"125","3.0973565578460693","3.0973565578460693","3.0973565578460693"
"126","3.102356195449829","3.102356195449829","3.102356195449829"
"127","3.0534770488739014","3.0534770488739014","3.0534770488739014"
"128","3.14125919342041","3.14125919342041","3.14125919342041"
"129","3.0800328254699707","3.0800328254699707","3.0800328254699707"
"130","3.0367679595947266","3.0367679595947266","3.0367679595947266"
"131","3.098832130432129","3.098832130432129","3.098832130432129"
"132","3.0414230823516846","3.0414230823516846","3.0414230823516846"
"133","3.138389825820923","3.138389825820923","3.138389825820923"
"134","3.123391628265381","3.123391628265381","3.123391628265381"
"135","3.1407716274261475","3.1407716274261475","3.1407716274261475"
"136","3.073129892349243","3.073129892349243","3.073129892349243"
"137","3.0311410427093506","3.0311410427093506","3.0311410427093506"
"138","3.093482732772827","3.093482732772827","3.093482732772827"
"139","3.109698534011841","3.109698534011841","3.109698534011841"
"140","3.014570474624634","3.014570474624634","3.014570474624634"
"141","3.0401675701141357","3.0401675701141357","3.0401675701141357"
"142","3.0106165409088135","3.0106165409088135","3.0106165409088135"
"143","2.996913194656372","2.996913194656372","2.996913194656372"
"144","2.99253511428833","2.99253511428833","2.99253511428833"
"145","3.0139260292053223","3.0139260292053223","3.0139260292053223"
"146","3.0516116619110107","3.0516116619110107","3.0516116619110107"
"147","3.088865280151367","3.088865280151367","3.088865280151367"
"148","3.105416774749756","3.105416774749756","3.105416774749756"
"149","2.9914331436157227","2.9914331436157227","2.9914331436157227"
"150","3.0034382343292236","3.0034382343292236","3.0034382343292236"
"151","3.0346930027008057","3.0346930027008057","3.0346930027008057"
"152","3.0426132678985596","3.0426132678985596","3.0426132678985596"
"153","3.023984670639038","3.023984670639038","3.023984670639038"
"154","3.0317883491516113","3.0317883491516113","3.0317883491516113"
"155","3.0230836868286133","3.0230836868286133","3.0230836868286133"
"156","3.0344905853271484","3.0344905853271484","3.0344905853271484"
"157","3.039470672607422","3.039470672607422","3.039470672607422"
"158","2.9395058155059814","2.9395058155059814","2.9395058155059814"
"159","3.053109884262085","3.053109884262085","3.053109884262085"
"160","2.9632179737091064","2.9632179737091064","2.9632179737091064"
"161","2.9785444736480713","2.9785444736480713","2.9785444736480713"
"162","3.0120208263397217","3.0120208263397217","3.0120208263397217"
"163","2.956711769104004","2.956711769104004","2.956711769104004"
"164","3.056136131286621","3.056136131286621","3.056136131286621"
"165","3.0531601905822754","3.0531601905822754","3.0531601905822754"
"166","2.9399566650390625","2.9399566650390625","2.9399566650390625"
"167","3.047405481338501","3.047405481338501","3.047405481338501"
"168","3.063269853591919","3.063269853591919","3.063269853591919"
"169","3.030418872833252","3.030418872833252","3.030418872833252"
"170","3.0031700134277344","3.0031700134277344","3.0031700134277344"
"171","2.9398012161254883","2.9398012161254883","2.9398012161254883"
"172","3.0175797939300537","3.0175797939300537","3.0175797939300537"
"173","3.076833486557007","3.076833486557007","3.076833486557007"
"174","3.027994155883789","3.027994155883789","3.027994155883789"
"175","2.930455207824707","2.930455207824707","2.930455207824707"
"176","2.982522964477539","2.982522964477539","2.982522964477539"
"177","3.0302987098693848","3.0302987098693848","3.0302987098693848"
"178","2.933684825897217","2.933684825897217","2.933684825897217"
"179","3.078596591949463","3.078596591949463","3.078596591949463"
"180","2.9382896423339844","2.9382896423339844","2.9382896423339844"
"181","2.9960062503814697","2.9960062503814697","2.9960062503814697"
"182","2.9309372901916504","2.9309372901916504","2.9309372901916504"
"183","2.9730234146118164","2.9730234146118164","2.9730234146118164"
"184","3.0009512901306152","3.0009512901306152","3.0009512901306152"
"185","3.0175259113311768","3.0175259113311768","3.0175259113311768"
"186","2.96726655960083","2.96726655960083","2.96726655960083"
"187","3.068403720855713","3.068403720855713","3.068403720855713"
"188","2.983354091644287","2.983354091644287","2.983354091644287"
"189","3.0299160480499268","3.0299160480499268","3.0299160480499268"
"190","2.9768965244293213","2.9768965244293213","2.9768965244293213"
"191","3.046477794647217","3.046477794647217","3.046477794647217"
"192","2.968127489089966","2.968127489089966","2.968127489089966"
"193","2.9774208068847656","2.9774208068847656","2.9774208068847656"
"194","2.9444432258605957","2.9444432258605957","2.9444432258605957"
"195","2.900087356567383","2.900087356567383","2.900087356567383"
"196","2.974071979522705","2.974071979522705","2.974071979522705"
"197","2.9790196418762207","2.9790196418762207","2.9790196418762207"
"198","2.9222872257232666","2.9222872257232666","2.9222872257232666"
"199","2.926116466522217","2.926116466522217","2.926116466522217"
"200","2.969245195388794","2.969245195388794","2.969245195388794"
"201","3.1128828525543213","3.1128828525543213","3.1128828525543213"
"202","2.930971622467041","2.930971622467041","2.930971622467041"
"203","2.9504995346069336","2.9504995346069336","2.9504995346069336"
"204","2.9926295280456543","2.9926295280456543","2.9926295280456543"
"205","2.9619791507720947","2.9619791507720947","2.9619791507720947"
"206","2.960761070251465","2.960761070251465","2.960761070251465"
"207","2.9178361892700195","2.9178361892700195","2.9178361892700195"
"208","2.9456119537353516","2.9456119537353516","2.9456119537353516"
"209","2.9337692260742188","2.9337692260742188","2.9337692260742188"
"210","2.985180616378784","2.985180616378784","2.985180616378784"
"211","2.973853349685669","2.973853349685669","2.973853349685669"
"212","2.917523145675659","2.917523145675659","2.917523145675659"
"213","2.989166498184204","2.989166498184204","2.989166498184204"
"214","2.932051420211792","2.932051420211792","2.932051420211792"
"215","2.947470188140869","2.947470188140869","2.947470188140869"
"216","2.938643455505371","2.938643455505371","2.938643455505371"
"217","2.875933885574341","2.875933885574341","2.875933885574341"
"218","2.881606340408325","2.881606340408325","2.881606340408325"
"219","2.780317544937134","2.780317544937134","2.780317544937134"
"220","2.9021434783935547","2.9021434783935547","2.9021434783935547"
"221","2.79486083984375","2.79486083984375","2.79486083984375"
"222","2.9116246700286865","2.9116246700286865","2.9116246700286865"
"223","2.947603702545166","2.947603702545166","2.947603702545166"
"224","2.8522770404815674","2.8522770404815674","2.8522770404815674"
"225","2.879512310028076","2.879512310028076","2.879512310028076"
"226","2.9521994590759277","2.9521994590759277","2.9521994590759277"
"227","2.872279167175293","2.872279167175293","2.872279167175293"
"228","2.913653612136841","2.913653612136841","2.913653612136841"
"229","2.863938808441162","2.863938808441162","2.863938808441162"
"230","2.8280155658721924","2.8280155658721924","2.8280155658721924"
"231","2.965142250061035","2.965142250061035","2.965142250061035"
"232","2.9462521076202393","2.9462521076202393","2.9462521076202393"
"233","2.898545980453491","2.898545980453491","2.898545980453491"
"234","2.90810227394104","2.90810227394104","2.90810227394104"
"235","2.9514002799987793","2.9514002799987793","2.9514002799987793"
"236","2.8836350440979004","2.8836350440979004","2.8836350440979004"
"237","2.867936849594116","2.867936849594116","2.867936849594116"
"238","2.892015218734741","2.892015218734741","2.892015218734741"
"239","2.959531784057617","2.959531784057617","2.959531784057617"
"240","2.9031436443328857","2.9031436443328857","2.9031436443328857"
"241","2.7733829021453857","2.7733829021453857","2.7733829021453857"
"242","2.858325242996216","2.858325242996216","2.858325242996216"
"243","2.964381456375122","2.964381456375122","2.964381456375122"
"244","2.798200845718384","2.798200845718384","2.798200845718384"
"245","2.853807210922241","2.853807210922241","2.853807210922241"
"246","2.853151798248291","2.853151798248291","2.853151798248291"
"247","2.8614299297332764","2.8614299297332764","2.8614299297332764"
"248","2.940800905227661","2.940800905227661","2.940800905227661"
"249","2.818655252456665","2.818655252456665","2.818655252456665"
"250","2.83050799369812","2.83050799369812","2.83050799369812"
"252","2.9483718872070312","2.9483718872070312","2.9483718872070312"
"253","2.902209520339966","2.902209520339966","2.902209520339966"
"254","2.88832426071167","2.88832426071167","2.88832426071167"
"255","2.851308584213257","2.851308584213257","2.851308584213257"
"256","2.754729747772217","2.754729747772217","2.754729747772217"
"257","2.8865575790405273","2.8865575790405273","2.8865575790405273"
"258","2.8475241661071777","2.8475241661071777","2.8475241661071777"
"259","2.880352020263672","2.880352020263672","2.880352020263672"
"260","2.8576853275299072","2.8576853275299072","2.8576853275299072"
"261","2.814589262008667","2.814589262008667","2.814589262008667"
"262","2.855811595916748","2.855811595916748","2.855811595916748"
"263","2.787860155105591","2.787860155105591","2.787860155105591"
"264","2.816200017929077","2.816200017929077","2.816200017929077"
"265","2.794221878051758","2.794221878051758","2.794221878051758"
"266","2.7684104442596436","2.7684104442596436","2.7684104442596436"
"267","2.8131368160247803","2.8131368160247803","2.8131368160247803"
"268","2.8068785667419434","2.8068785667419434","2.8068785667419434"
"269","2.80057954788208","2.80057954788208","2.80057954788208"
"270","2.896074056625366","2.896074056625366","2.896074056625366"
"271","2.7804477214813232","2.7804477214813232","2.7804477214813232"
"272","2.8126795291900635","2.8126795291900635","2.8126795291900635"
"273","2.866499423980713","2.866499423980713","2.866499423980713"
"274","2.776200294494629","2.776200294494629","2.776200294494629"
"275","2.884855270385742","2.884855270385742","2.884855270385742"
"276","2.7504091262817383","2.7504091262817383","2.7504091262817383"
"277","2.847867488861084","2.847867488861084","2.847867488861084"
"278","2.8769731521606445","2.8769731521606445","2.8769731521606445"
"279","2.8304662704467773","2.8304662704467773","2.8304662704467773"
"280","2.9140243530273438","2.9140243530273438","2.9140243530273438"
"281","2.8544209003448486","2.8544209003448486","2.8544209003448486"
"282","2.8701283931732178","2.8701283931732178","2.8701283931732178"
"283","2.8884801864624023","2.8884801864624023","2.8884801864624023"
"284","2.786590814590454","2.786590814590454","2.786590814590454"
"285","2.812093734741211","2.812093734741211","2.812093734741211"
"286","2.794121265411377","2.794121265411377","2.794121265411377"
"287","2.7906367778778076","2.7906367778778076","2.7906367778778076"
"288","2.808349370956421","2.808349370956421","2.808349370956421"
"289","2.806997299194336","2.806997299194336","2.806997299194336"
"290","2.7693960666656494","2.7693960666656494","2.7693960666656494"
"291","2.7968597412109375","2.7968597412109375","2.7968597412109375"
"292","2.798865795135498","2.798865795135498","2.798865795135498"
"293","2.8167471885681152","2.8167471885681152","2.8167471885681152"
"294","2.8225791454315186","2.8225791454315186","2.8225791454315186"
"295","2.7933921813964844","2.7933921813964844","2.7933921813964844"
"296","2.8654770851135254","2.8654770851135254","2.8654770851135254"
"297","2.7633421421051025","2.7633421421051025","2.7633421421051025"
"298","2.8098790645599365","2.8098790645599365","2.8098790645599365"
"299","2.7947254180908203","2.7947254180908203","2.7947254180908203"
"300","2.8315746784210205","2.8315746784210205","2.8315746784210205"
"301","2.822545051574707","2.822545051574707","2.822545051574707"
"302","2.779768228530884","2.779768228530884","2.779768228530884"
"303","2.846652030944824","2.846652030944824","2.846652030944824"
"304","2.787057876586914","2.787057876586914","2.787057876586914"
"305","2.8456122875213623","2.8456122875213623","2.8456122875213623"
"306","2.7362916469573975","2.7362916469573975","2.7362916469573975"
"307","2.7469382286071777","2.7469382286071777","2.7469382286071777"
"308","2.706735849380493","2.706735849380493","2.706735849380493"
"309","2.7830193042755127","2.7830193042755127","2.7830193042755127"
"310","2.8249471187591553","2.8249471187591553","2.8249471187591553"
"311","2.7910072803497314","2.7910072803497314","2.7910072803497314"
"312","2.786381483078003","2.786381483078003","2.786381483078003"
"313","2.8240089416503906","2.8240089416503906","2.8240089416503906"
"314","2.7917845249176025","2.7917845249176025","2.7917845249176025"
"315","2.7646396160125732","2.7646396160125732","2.7646396160125732"
"316","2.789700984954834","2.789700984954834","2.789700984954834"
"317","2.755720853805542","2.755720853805542","2.755720853805542"
"318","2.7208902835845947","2.7208902835845947","2.7208902835845947"
"319","2.7031538486480713","2.7031538486480713","2.7031538486480713"
"320","2.7574117183685303","2.7574117183685303","2.7574117183685303"
"321","2.837522029876709","2.837522029876709","2.837522029876709"
"322","2.731344699859619","2.731344699859619","2.731344699859619"
"323","2.7730162143707275","2.7730162143707275","2.7730162143707275"
"324","2.735447645187378","2.735447645187378","2.735447645187378"
"325","2.718343496322632","2.718343496322632","2.718343496322632"
"326","2.777108669281006","2.777108669281006","2.777108669281006"
"327","2.74092173576355","2.74092173576355","2.74092173576355"
"328","2.71390438079834","2.71390438079834","2.71390438079834"
"329","2.7594261169433594","2.7594261169433594","2.7594261169433594"
"330","2.6998581886291504","2.6998581886291504","2.6998581886291504"
"331","2.7770333290100098","2.7770333290100098","2.7770333290100098"
"332","2.7890512943267822","2.7890512943267822","2.7890512943267822"
"333","2.8144116401672363","2.8144116401672363","2.8144116401672363"
"334","2.8246102333068848","2.8246102333068848","2.8246102333068848"
"335","2.7802975177764893","2.7802975177764893","2.7802975177764893"
"336","2.704317569732666","2.704317569732666","2.704317569732666"
"337","2.738837957382202","2.738837957382202","2.738837957382202"
"338","2.8086090087890625","2.8086090087890625","2.8086090087890625"
"339","2.742032766342163","2.742032766342163","2.742032766342163"
"340","2.6614201068878174","2.6614201068878174","2.6614201068878174"
"341","2.8377411365509033","2.8377411365509033","2.8377411365509033"
"342","2.7989468574523926","2.7989468574523926","2.7989468574523926"
"343","2.8029191493988037","2.8029191493988037","2.8029191493988037"
"344","2.7749428749084473","2.7749428749084473","2.7749428749084473"
"345","2.702848434448242","2.702848434448242","2.702848434448242"
"346","2.780158281326294","2.780158281326294","2.780158281326294"
"347","2.685441017150879","2.685441017150879","2.685441017150879"
"348","2.7832789421081543","2.7832789421081543","2.7832789421081543"
"349","2.7788000106811523","2.7788000106811523","2.7788000106811523"
"350","2.6860694885253906","2.6860694885253906","2.6860694885253906"
"351","2.721475124359131","2.721475124359131","2.721475124359131"
"352","2.7423088550567627","2.7423088550567627","2.7423088550567627"
"353","2.7958037853240967","2.7958037853240967","2.7958037853240967"
"354","2.7437453269958496","2.7437453269958496","2.7437453269958496"
"355","2.749555826187134","2.749555826187134","2.749555826187134"
"356","2.7962589263916016","2.7962589263916016","2.7962589263916016"
"357","2.8310489654541016","2.8310489654541016","2.8310489654541016"
"358","2.677302598953247","2.677302598953247","2.677302598953247"
"359","2.7219491004943848","2.7219491004943848","2.7219491004943848"
"360","2.7653260231018066","2.7653260231018066","2.7653260231018066"
"361","2.784541606903076","2.784541606903076","2.784541606903076"
"362","2.7373151779174805","2.7373151779174805","2.7373151779174805"
"363","2.649475336074829","2.649475336074829","2.649475336074829"
"364","2.765455722808838","2.765455722808838","2.765455722808838"
"365","2.722700357437134","2.722700357437134","2.722700357437134"
"366","2.7460715770721436","2.7460715770721436","2.7460715770721436"
"367","2.7177960872650146","2.7177960872650146","2.7177960872650146"
"368","2.771739959716797","2.771739959716797","2.771739959716797"
"369","2.7376880645751953","2.7376880645751953","2.7376880645751953"
"370","2.7146799564361572","2.7146799564361572","2.7146799564361572"
"371","2.6772260665893555","2.6772260665893555","2.6772260665893555"
"372","2.671051025390625","2.671051025390625","2.671051025390625"
"373","2.7345237731933594","2.7345237731933594","2.7345237731933594"
"374","2.8179397583007812","2.8179397583007812","2.8179397583007812"
"375","2.7017805576324463","2.7017805576324463","2.7017805576324463"
"376","2.735483407974243","2.735483407974243","2.735483407974243"
"377","2.748544931411743","2.748544931411743","2.748544931411743"
"378","2.777787208557129","2.777787208557129","2.777787208557129"
"379","2.75495982170105","2.75495982170105","2.75495982170105"
"380","2.7481555938720703","2.7481555938720703","2.7481555938720703"
"381","2.7523763179779053","2.7523763179779053","2.7523763179779053"
"382","2.698669910430908","2.698669910430908","2.698669910430908"
"383","2.663966417312622","2.663966417312622","2.663966417312622"
"384","2.6789464950561523","2.6789464950561523","2.6789464950561523"
"385","2.725585460662842","2.725585460662842","2.725585460662842"
"386","2.766727924346924","2.766727924346924","2.766727924346924"
"387","2.7384042739868164","2.7384042739868164","2.7384042739868164"
"388","2.7138495445251465","2.7138495445251465","2.7138495445251465"
"389","2.729736566543579","2.729736566543579","2.729736566543579"
"390","2.8000810146331787","2.8000810146331787","2.8000810146331787"
"391","2.729254722595215","2.729254722595215","2.729254722595215"
"392","2.761215925216675","2.761215925216675","2.761215925216675"
"393","2.694164276123047","2.694164276123047","2.694164276123047"
"394","2.7894113063812256","2.7894113063812256","2.7894113063812256"
"395","2.7431845664978027","2.7431845664978027","2.7431845664978027"
"396","2.6508407592773438","2.6508407592773438","2.6508407592773438"
"397","2.7253329753875732","2.7253329753875732","2.7253329753875732"
"398","2.691587448120117","2.691587448120117","2.691587448120117"
"399","2.7688372135162354","2.7688372135162354","2.7688372135162354"
"400","2.708331823348999","2.708331823348999","2.708331823348999"
"401","2.6861183643341064","2.6861183643341064","2.6861183643341064"
"402","2.7244386672973633","2.7244386672973633","2.7244386672973633"
"403","2.760159492492676","2.760159492492676","2.760159492492676"
"404","2.6267735958099365","2.6267735958099365","2.6267735958099365"
"405","2.7127058506011963","2.7127058506011963","2.7127058506011963"
"406","2.745616912841797","2.745616912841797","2.745616912841797"
"407","2.7015960216522217","2.7015960216522217","2.7015960216522217"
"408","2.758026599884033","2.758026599884033","2.758026599884033"
"409","2.71479868888855","2.71479868888855","2.71479868888855"
"410","2.7365407943725586","2.7365407943725586","2.7365407943725586"
"411","2.713146686553955","2.713146686553955","2.713146686553955"
"412","2.7137234210968018","2.7137234210968018","2.7137234210968018"
"413","2.6696834564208984","2.6696834564208984","2.6696834564208984"
"414","2.7263331413269043","2.7263331413269043","2.7263331413269043"
"415","2.716547966003418","2.716547966003418","2.716547966003418"
"416","2.7832860946655273","2.7832860946655273","2.7832860946655273"
"417","2.733996629714966","2.733996629714966","2.733996629714966"
"418","2.668243169784546","2.668243169784546","2.668243169784546"
"419","2.800379753112793","2.800379753112793","2.800379753112793"
"420","2.713437080383301","2.713437080383301","2.713437080383301"
"421","2.6554832458496094","2.6554832458496094","2.6554832458496094"
"422","2.6925508975982666","2.6925508975982666","2.6925508975982666"
"423","2.6851108074188232","2.6851108074188232","2.6851108074188232"
"424","2.650972843170166","2.650972843170166","2.650972843170166"
"425","2.6446163654327393","2.6446163654327393","2.6446163654327393"
"426","2.736132860183716","2.736132860183716","2.736132860183716"
"427","2.719395637512207","2.719395637512207","2.719395637512207"
"428","2.7626712322235107","2.7626712322235107","2.7626712322235107"
"429","2.72395920753479","2.72395920753479","2.72395920753479"
"430","2.7523319721221924","2.7523319721221924","2.7523319721221924"
"431","2.683016777038574","2.683016777038574","2.683016777038574"
"432","2.684436082839966","2.684436082839966","2.684436082839966"
"433","2.7194578647613525","2.7194578647613525","2.7194578647613525"
"434","2.663140058517456","2.663140058517456","2.663140058517456"
"435","2.761500835418701","2.761500835418701","2.761500835418701"
"436","2.785886287689209","2.785886287689209","2.785886287689209"
"437","2.7582507133483887","2.7582507133483887","2.7582507133483887"
"438","2.6132466793060303","2.6132466793060303","2.6132466793060303"
"439","2.5695114135742188","2.5695114135742188","2.5695114135742188"
"440","2.681163787841797","2.681163787841797","2.681163787841797"
"441","2.650738477706909","2.650738477706909","2.650738477706909"
"442","2.6731390953063965","2.6731390953063965","2.6731390953063965"
"443","2.7212977409362793","2.7212977409362793","2.7212977409362793"
"444","2.673682689666748","2.673682689666748","2.673682689666748"
"445","2.7061383724212646","2.7061383724212646","2.7061383724212646"
"446","2.727388381958008","2.727388381958008","2.727388381958008"
"447","2.6240813732147217","2.6240813732147217","2.6240813732147217"
"448","2.667479991912842","2.667479991912842","2.667479991912842"
"449","2.6993494033813477","2.6993494033813477","2.6993494033813477"
"450","2.724567174911499","2.724567174911499","2.724567174911499"
"451","2.66995906829834","2.66995906829834","2.66995906829834"
"452","2.6798207759857178","2.6798207759857178","2.6798207759857178"
"453","2.619882583618164","2.619882583618164","2.619882583618164"
"454","2.7000770568847656","2.7000770568847656","2.7000770568847656"
"455","2.7486510276794434","2.7486510276794434","2.7486510276794434"
"456","2.794203042984009","2.794203042984009","2.794203042984009"
"457","2.7769432067871094","2.7769432067871094","2.7769432067871094"
"458","2.7030632495880127","2.7030632495880127","2.7030632495880127"
"459","2.7412495613098145","2.7412495613098145","2.7412495613098145"
"460","2.7095518112182617","2.7095518112182617","2.7095518112182617"
"461","2.6544411182403564","2.6544411182403564","2.6544411182403564"
"462","2.62545108795166","2.62545108795166","2.62545108795166"
"463","2.7289135456085205","2.7289135456085205","2.7289135456085205"
"464","2.7122254371643066","2.7122254371643066","2.7122254371643066"
"465","2.6659514904022217","2.6659514904022217","2.6659514904022217"
"466","2.608488082885742","2.608488082885742","2.608488082885742"
"467","2.691303014755249","2.691303014755249","2.691303014755249"
"468","2.731215000152588","2.731215000152588","2.731215000152588"
"469","2.661238670349121","2.661238670349121","2.661238670349121"
"470","2.6413848400115967","2.6413848400115967","2.6413848400115967"
"471","2.663630247116089","2.663630247116089","2.663630247116089"
"472","2.70587158203125","2.70587158203125","2.70587158203125"
"473","2.670780658721924","2.670780658721924","2.670780658721924"
"474","2.6301321983337402","2.6301321983337402","2.6301321983337402"
