"Step","393216 - loss","393216 - loss__MIN","393216 - loss__MAX"
"1","7.098170280456543","7.098170280456543","7.098170280456543"
"2","7.0351176261901855","7.0351176261901855","7.0351176261901855"
"3","6.976579666137695","6.976579666137695","6.976579666137695"
"4","6.909343719482422","6.909343719482422","6.909343719482422"
"5","6.848211765289307","6.848211765289307","6.848211765289307"
"6","6.792003154754639","6.792003154754639","6.792003154754639"
"7","6.72511100769043","6.72511100769043","6.72511100769043"
"9","6.602541923522949","6.602541923522949","6.602541923522949"
"11","6.471922397613525","6.471922397613525","6.471922397613525"
"12","6.41421365737915","6.41421365737915","6.41421365737915"
"14","6.299155235290527","6.299155235290527","6.299155235290527"
"16","6.177498817443848","6.177498817443848","6.177498817443848"
"18","6.088019371032715","6.088019371032715","6.088019371032715"
"19","5.994410514831543","5.994410514831543","5.994410514831543"
"20","5.901271343231201","5.901271343231201","5.901271343231201"
"22","5.8193769454956055","5.8193769454956055","5.8193769454956055"
"23","5.828009128570557","5.828009128570557","5.828009128570557"
"25","5.576906204223633","5.576906204223633","5.576906204223633"
"26","5.568306922912598","5.568306922912598","5.568306922912598"
"27","5.454737186431885","5.454737186431885","5.454737186431885"
"28","5.422225475311279","5.422225475311279","5.422225475311279"
"29","5.413188934326172","5.413188934326172","5.413188934326172"
"30","5.387111186981201","5.387111186981201","5.387111186981201"
"32","5.281919956207275","5.281919956207275","5.281919956207275"
"33","5.2406907081604","5.2406907081604","5.2406907081604"
"34","5.117699146270752","5.117699146270752","5.117699146270752"
"35","5.128952980041504","5.128952980041504","5.128952980041504"
"36","5.0508317947387695","5.0508317947387695","5.0508317947387695"
"37","4.983796119689941","4.983796119689941","4.983796119689941"
"39","4.993432998657227","4.993432998657227","4.993432998657227"
"40","4.963399887084961","4.963399887084961","4.963399887084961"
"41","4.979693412780762","4.979693412780762","4.979693412780762"
"44","4.776665687561035","4.776665687561035","4.776665687561035"
"45","4.728908061981201","4.728908061981201","4.728908061981201"
"46","4.779417991638184","4.779417991638184","4.779417991638184"
"47","4.730074882507324","4.730074882507324","4.730074882507324"
"48","4.739649295806885","4.739649295806885","4.739649295806885"
"49","4.682234764099121","4.682234764099121","4.682234764099121"
"50","4.674962043762207","4.674962043762207","4.674962043762207"
"52","4.629288673400879","4.629288673400879","4.629288673400879"
"53","4.7426323890686035","4.7426323890686035","4.7426323890686035"
"57","4.480484485626221","4.480484485626221","4.480484485626221"
"59","4.5304365158081055","4.5304365158081055","4.5304365158081055"
"61","4.426896572113037","4.426896572113037","4.426896572113037"
"63","4.393303871154785","4.393303871154785","4.393303871154785"
"64","4.398129940032959","4.398129940032959","4.398129940032959"
"65","4.316555976867676","4.316555976867676","4.316555976867676"
"66","4.339225769042969","4.339225769042969","4.339225769042969"
"67","4.2788496017456055","4.2788496017456055","4.2788496017456055"
"68","4.232292175292969","4.232292175292969","4.232292175292969"
"69","4.267699718475342","4.267699718475342","4.267699718475342"
"71","4.194476127624512","4.194476127624512","4.194476127624512"
"73","4.0678205490112305","4.0678205490112305","4.0678205490112305"
"74","4.073829650878906","4.073829650878906","4.073829650878906"
"75","4.1545186042785645","4.1545186042785645","4.1545186042785645"
"76","4.062447547912598","4.062447547912598","4.062447547912598"
"79","4.069029331207275","4.069029331207275","4.069029331207275"
"80","3.967688798904419","3.967688798904419","3.967688798904419"
"81","3.885592222213745","3.885592222213745","3.885592222213745"
"82","3.8396105766296387","3.8396105766296387","3.8396105766296387"
"83","3.880678176879883","3.880678176879883","3.880678176879883"
"84","3.7947912216186523","3.7947912216186523","3.7947912216186523"
"85","3.8721864223480225","3.8721864223480225","3.8721864223480225"
"86","3.9154388904571533","3.9154388904571533","3.9154388904571533"
"88","3.749091386795044","3.749091386795044","3.749091386795044"
"90","3.67110538482666","3.67110538482666","3.67110538482666"
"92","3.7166569232940674","3.7166569232940674","3.7166569232940674"
"95","3.602303981781006","3.602303981781006","3.602303981781006"
"97","3.6054654121398926","3.6054654121398926","3.6054654121398926"
"99","3.6634902954101562","3.6634902954101562","3.6634902954101562"
"100","3.53043270111084","3.53043270111084","3.53043270111084"
"101","3.5258233547210693","3.5258233547210693","3.5258233547210693"
"102","3.5234551429748535","3.5234551429748535","3.5234551429748535"
"103","3.386540651321411","3.386540651321411","3.386540651321411"
"105","3.5107555389404297","3.5107555389404297","3.5107555389404297"
"107","3.4768595695495605","3.4768595695495605","3.4768595695495605"
"108","3.474123954772949","3.474123954772949","3.474123954772949"
"109","3.437875747680664","3.437875747680664","3.437875747680664"
"110","3.4388535022735596","3.4388535022735596","3.4388535022735596"
"111","3.3726308345794678","3.3726308345794678","3.3726308345794678"
"112","3.518947124481201","3.518947124481201","3.518947124481201"
"113","3.348787307739258","3.348787307739258","3.348787307739258"
"114","3.386298179626465","3.386298179626465","3.386298179626465"
"115","3.3492510318756104","3.3492510318756104","3.3492510318756104"
"116","3.332697868347168","3.332697868347168","3.332697868347168"
"117","3.3981173038482666","3.3981173038482666","3.3981173038482666"
"118","3.307096242904663","3.307096242904663","3.307096242904663"
"119","3.3799855709075928","3.3799855709075928","3.3799855709075928"
"120","3.3614859580993652","3.3614859580993652","3.3614859580993652"
"121","3.3424253463745117","3.3424253463745117","3.3424253463745117"
"122","3.3254411220550537","3.3254411220550537","3.3254411220550537"
"123","3.281378984451294","3.281378984451294","3.281378984451294"
"124","3.3828635215759277","3.3828635215759277","3.3828635215759277"
"125","3.3143060207366943","3.3143060207366943","3.3143060207366943"
"126","3.347877025604248","3.347877025604248","3.347877025604248"
"127","3.400789737701416","3.400789737701416","3.400789737701416"
"128","3.2976725101470947","3.2976725101470947","3.2976725101470947"
"129","3.3681790828704834","3.3681790828704834","3.3681790828704834"
"130","3.290637731552124","3.290637731552124","3.290637731552124"
"131","3.3703806400299072","3.3703806400299072","3.3703806400299072"
"132","3.2898740768432617","3.2898740768432617","3.2898740768432617"
"133","3.2720446586608887","3.2720446586608887","3.2720446586608887"
"135","3.317295551300049","3.317295551300049","3.317295551300049"
"137","3.3159711360931396","3.3159711360931396","3.3159711360931396"
"138","3.162365198135376","3.162365198135376","3.162365198135376"
"140","3.372645139694214","3.372645139694214","3.372645139694214"
"142","3.27485728263855","3.27485728263855","3.27485728263855"
"145","3.2870068550109863","3.2870068550109863","3.2870068550109863"
"146","3.304197072982788","3.304197072982788","3.304197072982788"
"147","3.244070529937744","3.244070529937744","3.244070529937744"
"148","3.2306385040283203","3.2306385040283203","3.2306385040283203"
"149","3.348466634750366","3.348466634750366","3.348466634750366"
"151","3.218317747116089","3.218317747116089","3.218317747116089"
"152","3.290937900543213","3.290937900543213","3.290937900543213"
"153","3.259512424468994","3.259512424468994","3.259512424468994"
"156","3.36918568611145","3.36918568611145","3.36918568611145"
"157","3.1433608531951904","3.1433608531951904","3.1433608531951904"
"159","3.188962697982788","3.188962697982788","3.188962697982788"
"160","3.2332324981689453","3.2332324981689453","3.2332324981689453"
"161","3.244804859161377","3.244804859161377","3.244804859161377"
"162","3.2267165184020996","3.2267165184020996","3.2267165184020996"
"163","3.2770233154296875","3.2770233154296875","3.2770233154296875"
"164","3.1692464351654053","3.1692464351654053","3.1692464351654053"
"166","3.2854230403900146","3.2854230403900146","3.2854230403900146"
"168","3.222604513168335","3.222604513168335","3.222604513168335"
"169","3.1705174446105957","3.1705174446105957","3.1705174446105957"
"170","3.226844310760498","3.226844310760498","3.226844310760498"
"171","3.25030255317688","3.25030255317688","3.25030255317688"
"172","3.1633076667785645","3.1633076667785645","3.1633076667785645"
