"Step","3145728 - loss","3145728 - loss__MIN","3145728 - loss__MAX"
"1","7.096384048461914","7.096384048461914","7.096384048461914"
"3","6.8527703285217285","6.8527703285217285","6.8527703285217285"
"4","6.752017498016357","6.752017498016357","6.752017498016357"
"5","6.590278625488281","6.590278625488281","6.590278625488281"
"6","6.487553119659424","6.487553119659424","6.487553119659424"
"8","6.220371246337891","6.220371246337891","6.220371246337891"
"9","6.137299537658691","6.137299537658691","6.137299537658691"
"10","5.951982498168945","5.951982498168945","5.951982498168945"
"12","5.707552909851074","5.707552909851074","5.707552909851074"
"13","5.575924396514893","5.575924396514893","5.575924396514893"
"15","5.337399005889893","5.337399005889893","5.337399005889893"
"16","5.267593860626221","5.267593860626221","5.267593860626221"
"17","5.12333869934082","5.12333869934082","5.12333869934082"
"18","5.14400053024292","5.14400053024292","5.14400053024292"
"19","5.074510097503662","5.074510097503662","5.074510097503662"
"21","4.961245536804199","4.961245536804199","4.961245536804199"
"22","4.90817928314209","4.90817928314209","4.90817928314209"
"23","4.797023773193359","4.797023773193359","4.797023773193359"
"24","4.836824417114258","4.836824417114258","4.836824417114258"
"25","4.82516622543335","4.82516622543335","4.82516622543335"
"27","4.660334587097168","4.660334587097168","4.660334587097168"
"28","4.668032169342041","4.668032169342041","4.668032169342041"
"31","4.735947132110596","4.735947132110596","4.735947132110596"
"33","4.575477600097656","4.575477600097656","4.575477600097656"
"34","4.456301212310791","4.456301212310791","4.456301212310791"
"35","4.356072902679443","4.356072902679443","4.356072902679443"
"39","4.366231918334961","4.366231918334961","4.366231918334961"
"40","4.212758541107178","4.212758541107178","4.212758541107178"
"41","4.201094627380371","4.201094627380371","4.201094627380371"
"43","4.2414751052856445","4.2414751052856445","4.2414751052856445"
"44","4.089628219604492","4.089628219604492","4.089628219604492"
"45","4.0264081954956055","4.0264081954956055","4.0264081954956055"
"46","4.129947185516357","4.129947185516357","4.129947185516357"
"49","3.947648048400879","3.947648048400879","3.947648048400879"
"50","3.915327548980713","3.915327548980713","3.915327548980713"
"51","3.8710265159606934","3.8710265159606934","3.8710265159606934"
"52","3.7932820320129395","3.7932820320129395","3.7932820320129395"
"53","3.846338987350464","3.846338987350464","3.846338987350464"
"54","3.7107722759246826","3.7107722759246826","3.7107722759246826"
"55","3.6799886226654053","3.6799886226654053","3.6799886226654053"
"56","3.533743143081665","3.533743143081665","3.533743143081665"
"57","3.620875120162964","3.620875120162964","3.620875120162964"
"58","3.6484227180480957","3.6484227180480957","3.6484227180480957"
"62","3.488999366760254","3.488999366760254","3.488999366760254"
"63","3.4626047611236572","3.4626047611236572","3.4626047611236572"
